LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.400, Time: 5.920262 s
         1506050 function calls (1488991 primitive calls) in 16.236 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      310    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2104(IdentityTransform)
        1    0.000    0.000    0.000    0.000 patches.py:2286(_Style)
      423    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        8    0.000    0.000    0.000    0.000 _compiler.py:396(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 __init__.py:203(caching_module_getattr)
       51    0.000    0.000    0.000    0.000 _linalg.py:256(_assert_stacked_square)
        3    0.000    0.000    0.000    0.000 core.py:4126(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
      381    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       30    0.000    0.000    0.000    0.000 core.py:4904(<genexpr>)
      126    0.000    0.000    0.000    0.000 typing.py:1629(_value_and_type_iter)
       33    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
       33    0.000    0.000    0.000    0.000 results.py:262(__setitem__)
       54    0.000    0.000    0.000    0.000 core.py:2776(parseImpl)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       87    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
    379/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
       31    0.000    0.000    0.000    0.000 warnings.py:505(__exit__)
      383    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      384    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       13    0.000    0.000    0.000    0.000 core.py:8763(getdoc)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
      148    0.000    0.000    0.000    0.000 inspect.py:1832(_shadowed_dict)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1764(_parse_hextet)
       42    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 core.py:5777(__init__)
       65    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
      149    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 deprecation.py:240(__set_name__)
      195    0.000    0.000    0.000    0.000 _shape_base_impl.py:624(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:114(version_info)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        1    0.000    0.000    0.000    0.000 testing.py:145(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
      406    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
      102    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       55    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
        1    0.000    0.000    0.000    0.000 patches.py:1313(Arrow)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2785(Keyword)
        1    0.000    0.000    0.000    0.000 backend_tools.py:327(RubberbandBase)
        4    0.000    0.000    0.000    0.000 inspect.py:3112(_hash_basis)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:6520(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:985(system)
      153    0.000    0.000    0.000    0.000 _linalg.py:187(isComplexType)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 inset.py:14(InsetIndicator)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
       28    0.000    0.000    0.000    0.000 rcsetup.py:474(_validate_linestyle)
        3    0.000    0.000    0.000    0.000 core.py:1937(suppress)
        1    0.000    0.000    0.000    0.000 patches.py:1127(Polygon)
       25    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 numeric.py:2231(identity)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:147(Resampling)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
      103    0.000    0.000    0.000    0.000 types.py:192(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(LinearLocator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2756(_Mode)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      104    0.000    0.000    0.000    0.000 typing.py:1634(__eq__)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
        1    0.000    0.000    0.000    0.000 core.py:3983(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5238(IndentedBlock)
       68    0.000    0.000    0.000    0.000 inspect.py:2538(<lambda>)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:896(uname)
      349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transform)
      173    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       77    0.000    0.000    0.000    0.000 numerictypes.py:475(issubdtype)
      264    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:1413(_missing_)
      301    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        1    0.000    0.000    0.000    0.000 core.py:6033(__init__)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
      350    0.000    0.000    0.000    0.000 enum.py:1291(value)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
      479    0.000    0.000    0.000    0.000 enum.py:251(__init__)
      301    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
       42    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 core.py:4095(__init__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       12    0.000    0.000    0.000    0.000 core.py:284(wrapper)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:102(EigResult)
        5    0.000    0.000    0.000    0.000 typing.py:2145(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6752(__new__)
        1    0.000    0.000    0.000    0.000 Image.py:3873(_apply_env_variables)
        4    0.000    0.000    0.000    0.000 getlimits.py:88(_str_smallest_subnormal)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2457(__init__)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       13    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      161    0.000    0.000    0.000    0.000 core.py:1954(leave_whitespace)
        2    0.000    0.000    0.000    0.000 pathlib.py:1306(mkdir)
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       18    0.000    0.000    0.000    0.000 transforms.py:55(_make_str_method)
        1    0.000    0.000    0.000    0.000 Image.py:179(Quantize)
       51    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
      200    0.000    0.000    0.000    0.000 core.py:520(mayReturnEmpty)
       65    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
       49    0.000    0.000    0.000    0.000 core.py:2747(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 quiver.py:489(Quiver)
      105    0.000    0.000    0.000    0.000 _docstring.py:132(do_copy)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:110(Disposal)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
       59    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       22    0.000    0.000    0.000    0.000 util.py:212(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
      134    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
      334    0.000    0.000    0.000    0.000 enum.py:1286(name)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
       20    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        1    0.000    0.000    0.000    0.000 patches.py:4517(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:279(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:131(Blend)
      122    0.000    0.000    0.000    0.000 core.py:2732(__getnewargs__)
      183    0.000    0.000    0.000    0.000 colors.py:692(__init__)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
      323    0.000    0.000    0.000    0.000 __init__.py:821(__iter__)
        2    0.000    0.000    0.000    0.000 core.py:4433(_setResultsName)
        1    0.000    0.000    0.000    0.000 helpers.py:759(OpAssoc)
      110    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        4    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        5    0.000    0.000    0.000    0.000 core.py:802(add_parse_action)
       60    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:472(inner)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 patches.py:2745(ConnectionStyle)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 core.py:3892(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
       12    0.000    0.000    0.000    0.000 core.py:6767(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:816(add_condition)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1336(__init__)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:2344(get_origin)
      427    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 core.py:2770(MaskedArray)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1894(_split_scope_id)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 patches.py:3888(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       21    0.000    0.000    0.000    0.000 overrides.py:24(get_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 axis.py:37(Tick)
      100    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       35    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
